Gene	01CPTAC_OVprospective_Proteome_PNNL_20161212 Spectral Counts	01CPTAC_OVprospective_Proteome_PNNL_20161212 Distinct Peptides	01CPTAC_OVprospective_Proteome_PNNL_20161212 Unshared Peptides	02CPTAC_OVprospective_Proteome_PNNL_20161212 Spectral Counts	02CPTAC_OVprospective_Proteome_PNNL_20161212 Distinct Peptides	02CPTAC_OVprospective_Proteome_PNNL_20161212 Unshared Peptides	03CPTAC_OVprospective_Proteome_PNNL_20161212 Spectral Counts	03CPTAC_OVprospective_Proteome_PNNL_20161212 Distinct Peptides	03CPTAC_OVprospective_Proteome_PNNL_20161212 Unshared Peptides	04CPTAC_OVprospective_Proteome_PNNL_20161212 Spectral Counts	04CPTAC_OVprospective_Proteome_PNNL_20161212 Distinct Peptides	04CPTAC_OVprospective_Proteome_PNNL_20161212 Unshared Peptides	05CPTAC_OVprospective_Proteome_PNNL_20161212 Spectral Counts	05CPTAC_OVprospective_Proteome_PNNL_20161212 Distinct Peptides	05CPTAC_OVprospective_Proteome_PNNL_20161212 Unshared Peptides	06CPTAC_OVprospective_Proteome_PNNL_20161212 Spectral Counts	06CPTAC_OVprospective_Proteome_PNNL_20161212 Distinct Peptides	06CPTAC_OVprospective_Proteome_PNNL_20161212 Unshared Peptides	07CPTAC_OVprospective_Proteome_PNNL_20161212 Spectral Counts	07CPTAC_OVprospective_Proteome_PNNL_20161212 Distinct Peptides	07CPTAC_OVprospective_Proteome_PNNL_20161212 Unshared Peptides	08CPTAC_OVprospective_Proteome_PNNL_20161212 Spectral Counts	08CPTAC_OVprospective_Proteome_PNNL_20161212 Distinct Peptides	08CPTAC_OVprospective_Proteome_PNNL_20161212 Unshared Peptides	09CPTAC_OVprospective_Proteome_PNNL_20161212 Spectral Counts	09CPTAC_OVprospective_Proteome_PNNL_20161212 Distinct Peptides	09CPTAC_OVprospective_Proteome_PNNL_20161212 Unshared Peptides	10CPTAC_OVprospective_Proteome_PNNL_20161212 Spectral Counts	10CPTAC_OVprospective_Proteome_PNNL_20161212 Distinct Peptides	10CPTAC_OVprospective_Proteome_PNNL_20161212 Unshared Peptides	11CPTAC_OVprospective_Proteome_PNNL_20161212 Spectral Counts	11CPTAC_OVprospective_Proteome_PNNL_20161212 Distinct Peptides	11CPTAC_OVprospective_Proteome_PNNL_20161212 Unshared Peptides	12CPTAC_OVprospective_Proteome_PNNL_20161212 Spectral Counts	12CPTAC_OVprospective_Proteome_PNNL_20161212 Distinct Peptides	12CPTAC_OVprospective_Proteome_PNNL_20161212 Unshared Peptides	Spectral Counts	Distinct Peptides	Unshared Peptides	NCBIGeneID	Authority	Description	Organism	Chromosome	Locus	Proteins	Assays
MDN1	22	21	21	23	22	22	24	21	21	50	44	44	37	33	32	39	33	33	42	41	41	26	26	25	50	44	44	24	20	19	32	31	30	46	42	42	415	129	127	23195	HGNC:18302	midasin AAA ATPase 1	Homo sapiens	6	6q15	M0QXR3;NP_055426.1;Q5T795;Q9NU22;XP_005248757.1;XP_006715468.1;XP_011533937.1;XP_011533938.1	
MDP1	4	3	3	9	8	8	7	6	6	5	5	5	9	7	7	7	7	7	9	6	6	7	6	6	5	5	5	6	5	5	7	6	6	8	6	6	83	12	12	145553	HGNC:28781	magnesium dependent phosphatase 1	Homo sapiens	14	14q12	NP_001186750.1;NP_001186751.1;NP_612485.2;Q86V88;Q86V88-2;Q86V88-3	
ME1	23	17	17	19	17	14	15	14	13	33	22	21	20	17	16	19	16	14	25	18	18	22	17	17	19	14	14	19	13	13	19	14	14	15	10	10	248	37	33	4199	HGNC:6983	malic enzyme 1	Homo sapiens	6	6q14.2	NP_002386.1;P48163;P48163-2;XP_011534138.1	
ME2	45	25	24	47	31	29	56	34	34	60	34	33	51	30	29	64	40	38	52	36	35	57	31	30	51	31	30	56	34	33	63	27	27	65	31	29	667	64	59	4200	HGNC:6984	malic enzyme 2	Homo sapiens	18	18q21.2	A0A1W2PPH1;A0A1W2PPY2;A0A1W2PQ37;A0A1W2PQF8;A0A1W2PQH3;A0A1W2PQH4;A0A1W2PQT3;A0A1W2PQY8;A0A1W2PR68;A0A1W2PRH1;A0A1W2PRS2;A0A1W2PRY9;NP_001161807.1;NP_002387.1;P23368;P23368-2	
ME3	13	11	10	16	13	9	9	6	5	17	12	10	12	9	7	15	12	9	14	10	9	14	13	12	14	10	9	24	11	10	13	11	11	18	14	12	179	29	22	10873	HGNC:6985	malic enzyme 3	Homo sapiens	11	11q14.2	E9PMB9;E9PNN2;NP_001014811.1;NP_001155058.1;NP_001338863.1;NP_006671.2;Q16798;Q16798-2;Q6TCH8;XP_016872625.1;XP_016872626.1;XP_016872627.1	
MEA1	0	0	0	1	1	1	0	0	0	1	1	1	2	2	2	0	0	0	2	2	2	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	14	3	3	4201	HGNC:6986	male-enhanced antigen 1	Homo sapiens	6	6p21.1	NP_001305871.1;NP_001305872.1;NP_055438.1;Q16626;XP_005249178.1	
MEAF6	5	3	3	5	4	4	8	6	6	6	4	4	2	2	2	4	3	3	5	3	3	5	3	3	3	2	2	6	4	4	5	4	4	7	3	3	61	7	7	64769	HGNC:25674	MYST/Esa1 associated factor 6	Homo sapiens	1	1p34.3	B1AK63;NP_001257804.1;NP_001257805.1;NP_073593.2;Q9HAF1;Q9HAF1-2;Q9HAF1-3;Q9HAF1-4	
MECOM	8	8	8	3	3	3	7	6	6	21	17	17	15	13	13	14	13	13	19	16	16	17	16	16	10	10	10	11	11	11	23	16	16	31	25	25	179	49	49	2122	HGNC:3498	MDS1 and EVI1 complex locus	Homo sapiens	3	3q26.2	A0A0C3SFZ7;C9JU02;E7EPY2;E7EQ57;E7ERX0;E7EU48;E7EUL6;H9KVD4;NP_001098547.3;NP_001098548.2;NP_001157471.1;NP_001157472.1;NP_001192123.1;NP_004982.2;NP_005232.2;Q03112;Q03112-3;Q03112-4;Q03112-5;Q03112-6;Q13465;XP_005247270.1;XP_005247271.1;XP_005247272.1;XP_005247276.1;XP_005247277.1;XP_005247278.1;XP_005247280.1;XP_005247281.1;XP_005247282.1;XP_005247283.1;XP_011510848.1;XP_016861363.1;XP_016861364.1;XP_016861365.1;XP_016861366.1;XP_016861367.1	
MECP2	29	21	21	30	20	20	29	20	20	39	24	24	33	19	19	32	24	24	36	21	21	30	21	21	35	18	18	56	32	32	34	22	22	40	25	25	423	50	50	4204	HGNC:6990	methyl-CpG binding protein 2	Homo sapiens	X	Xq28	A0A087WVW7;A0A087X1U4;A0A0D9SEX1;A0A0D9SFX7;A0A1B0GTV0;B5MCB4;C9JH89;I6LM39;NP_001104262.1;NP_001303266.1;NP_004983.1;P51608;P51608-2;XP_005274739.1;XP_006724882.1;XP_011529468.1;XP_016885022.1	
MECR	11	7	7	9	6	6	10	7	7	11	8	8	13	10	10	15	11	10	17	13	12	15	12	12	10	7	7	17	11	11	18	10	10	11	7	7	157	20	19	51102	HGNC:19691	mitochondrial trans-2-enoyl-CoA reductase	Homo sapiens	1	1p35.3	H3BM30;NP_001019903.3;NP_001336640.1;NP_001336641.1;NP_001336642.1;NP_001336643.1;NP_001336644.1;NP_001336645.1;NP_001336646.1;NP_057095.4;Q9BV79;Q9BV79-2;XP_011539841.1;XP_011539842.1;XP_011539843.1;XP_011539845.1;XP_011539847.1;XP_011539848.1;XP_011539849.1;XP_011539851.1;XP_011539852.1;XP_011539855.1;XP_011539856.1;XP_016856900.1;XP_016856901.1;XP_016856902.1;XP_016856905.1	
MED1	15	13	13	5	5	5	9	9	9	12	11	11	9	9	9	10	9	9	12	12	12	9	9	9	10	9	9	15	13	13	17	15	15	22	20	20	145	43	43	5469	HGNC:9234	mediator complex subunit 1	Homo sapiens	17	17q12	J3KSD7;J3QKZ7;NP_004765.2;Q15648;Q15648-3;XP_005257522.1;XP_006722020.1;XP_016880268.1	
MED10	1	1	1	2	2	2	4	4	4	5	4	4	6	3	3	4	4	4	8	5	5	6	3	3	3	2	2	8	5	5	7	5	5	6	4	4	60	7	7	84246	HGNC:28760	mediator complex subunit 10	Homo sapiens	5	5p15.31	NP_115662.2;Q9BTT4	
MED11	0	0	0	1	1	1	3	3	3	2	2	2	1	1	1	0	0	0	0	0	0	1	1	1	2	2	2	2	2	2	1	1	1	0	0	0	13	4	4	400569	HGNC:32687	mediator complex subunit 11	Homo sapiens	17	17p13.2	I3L2Q0;I3L3E8;NP_001001683.1;NP_001291929.1;Q9P086	
MED12	3	3	3	6	5	5	11	11	11	5	5	5	6	6	6	13	12	12	13	10	10	6	6	6	6	6	6	5	5	5	5	5	5	14	13	13	93	38	38	9968	HGNC:11957	mediator complex subunit 12	Homo sapiens	X	Xq13.1	H7C191;H7C274;NP_005111.2;Q7Z3Z5;Q93074;Q93074-2;Q93074-3	
MED13	0	0	0	2	2	2	0	0	0	1	1	1	2	2	2	2	2	1	0	0	0	2	2	2	5	4	4	2	2	2	3	3	2	3	3	3	22	10	8	9969	HGNC:22474	mediator complex subunit 13	Homo sapiens	17	17q23.2	J3QRB7;NP_005112.2;Q9UHV7;XP_011523853.1;XP_011523854.1;XP_011523855.1	
MED13L	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	3	3	3	1	1	1	1	1	1	1	1	1	1	1	0	4	4	4	13	9	8	23389	HGNC:22962	mediator complex subunit 13 like	Homo sapiens	12	12q24.21	H0YIQ9;NP_056150.1;Q71F56;XP_011536382.1;XP_011536383.1;XP_011536384.1;XP_016874579.1	
MED14	14	11	11	12	10	10	14	13	13	18	16	16	11	10	10	17	16	16	24	20	20	18	15	15	10	10	10	17	16	16	16	16	16	26	22	22	197	42	42	9282	HGNC:2370	mediator complex subunit 14	Homo sapiens	X	Xp11.4	H7C017;H7C3E5;NP_004220.2;O60244;XP_005272758.1;XP_011542302.1;XP_016885451.1	
MED15	6	5	5	7	5	5	6	5	5	6	4	4	11	6	6	8	7	7	8	8	8	5	5	5	13	11	11	7	6	6	10	8	8	14	11	11	101	16	16	51586	HGNC:14248	mediator complex subunit 15	Homo sapiens	22	22q11.21	C9J1I1;C9JGN2;C9JLN7;C9JM58;C9JZV5;F2Z2B7;F8WDM6;G3V1P5;NP_001003891.1;NP_001280163.1;NP_001280164.1;NP_001280165.1;NP_001280166.1;NP_056973.2;Q96RN5;Q96RN5-2;Q96RN5-3;XP_006724326.1;XP_006724327.1;XP_011528516.1;XP_011528517.1;XP_011528520.1;XP_011528521.1;XP_011528522.1;XP_016884306.1;XP_016884307.1;XP_016884308.1;XP_016884309.1;XP_016884310.1;XP_016884311.1;XP_016884312.1;XP_016884313.1	
MED16	5	5	5	6	5	5	8	6	6	5	5	5	5	5	5	4	3	3	11	9	9	11	8	7	7	6	5	9	8	6	5	4	3	13	12	11	89	25	23	10025	HGNC:17556	mediator complex subunit 16	Homo sapiens	19	19p13.3	A0A087WU12;A0A0J9YW49;A0A0J9YXA0;A0A0J9YXE6;A0A0J9YXE7;A0A0J9YXK9;A0A0J9YXL6;A0A0J9YY02;A0A0J9YYC6;B9TWZ6;B9TX03;B9TX11;B9TX12;K7EKS6;NP_005472.2;Q9Y2X0;Q9Y2X0-2;Q9Y2X0-3;Q9Y2X0-4;Q9Y2X0-5;U3KQ43;U3KQB4;XP_016881609.1;XP_016881610.1	
MED17	9	8	8	11	8	8	13	12	12	14	12	12	12	10	10	6	6	6	11	9	9	14	13	13	8	7	7	10	9	9	18	13	13	17	14	14	143	26	26	9440	HGNC:2375	mediator complex subunit 17	Homo sapiens	11	11q21	A0A1W2PNF3;A0A1W2PNW7;A0A1W2PPC8;A0A1W2PPJ7;A0A1W2PPP8;A0A1W2PQ48;A0A1W2PQE4;A0A1W2PR99;A0A1W2PRX4;A0A1W2PS27;A0A1W2PS69;E9PKQ4;E9PM72;NP_004259.3;Q9NVC6;Q9NVC6-2;XP_011541370.1	
MED18	3	3	3	2	2	2	4	4	4	5	5	5	4	4	4	3	3	3	6	4	4	4	4	4	3	2	2	3	3	3	2	2	2	6	6	6	45	7	7	54797	HGNC:25944	mediator complex subunit 18	Homo sapiens	1	1p35.3	NP_001120822.1;NP_060108.2;Q9BUE0;XP_005245971.1	
MED19	0	0	0	3	2	2	6	4	4	3	3	3	1	1	1	0	0	0	0	0	0	4	3	3	2	2	2	3	2	2	0	0	0	2	1	1	24	6	6	219541	HGNC:29600	mediator complex subunit 19	Homo sapiens	11	11q12.1	A0JLT2;A0JLT2-2;J3KR33;NP_001304007.1;NP_703151.2	
MED20	4	4	4	3	3	3	1	1	1	7	5	5	3	3	3	3	3	3	6	5	5	5	4	4	5	3	3	9	6	6	8	6	6	3	3	3	57	9	9	9477	HGNC:16840	mediator complex subunit 20	Homo sapiens	6	6p21.1	A6PVP4;B7ZBQ1;B7ZBQ3;NP_001292384.1;NP_001292385.1;NP_001292386.1;NP_004266.2;Q9H944;Q9H944-2	
MED21	0	0	0	1	1	1	1	1	1	2	2	2	2	2	2	0	0	0	3	2	2	3	3	3	2	1	1	3	3	3	2	2	2	4	3	3	23	4	4	9412	HGNC:11473	mediator complex subunit 21	Homo sapiens	12	12p11.23	F5H872;NP_004255.2;Q13503	
MED22	3	3	3	3	2	2	3	2	2	5	4	4	6	6	6	3	2	2	7	5	5	7	5	5	6	4	4	4	3	3	2	1	1	7	6	6	56	8	8	6837	HGNC:11477	mediator complex subunit 22	Homo sapiens	9	9q34.2	E7EN96;E9PGW7;NP_598395.1;NP_852468.1;Q15528;Q15528-2;Q5T8T7;Q5T8T8	
MED23	17	15	15	17	15	15	22	17	17	23	18	18	23	17	17	19	14	14	28	23	23	23	20	19	26	21	21	23	21	20	19	18	18	26	21	20	266	46	45	9439	HGNC:2372	mediator complex subunit 23	Homo sapiens	6	6q23.2	NP_001257450.1;NP_001257451.1;NP_004821.2;NP_057063.2;Q5JWT2;Q9ULK4;Q9ULK4-2;Q9ULK4-3;Q9ULK4-4;Q9ULK4-5;Q9ULK4-6;XP_005267280.1;XP_006715675.1;XP_011534559.1;XP_016866990.1	
MED24	8	7	7	4	3	3	8	7	7	9	7	7	11	9	9	7	7	7	13	10	10	11	10	10	15	10	10	11	10	10	11	10	10	10	9	9	118	31	31	9862	HGNC:22963	mediator complex subunit 24	Homo sapiens	17	17q21.1	A0A0B4J1W0;B4DDR8;B9TX62;B9TX75;E9PFL1;F5GY88;F5H0M2;F5H2D6;F5H3E6;F5H5K2;H0YEG1;J3KSL1;J3KSU0;J3KTL3;J3QLC0;J3QLF8;J3QRH9;NP_001072986.1;NP_001254726.1;NP_001317140.1;NP_055630.2;O75448;O75448-2;XP_005257931.1;XP_006722267.1;XP_006722269.1;XP_006722270.1;XP_011523831.1;XP_011523832.1;XP_011523833.1;XP_011523834.1;XP_011523835.1;XP_011523836.1;XP_011523837.1;XP_011523840.1;XP_016880947.1;XP_016880948.1;XP_016880949.1;XP_016880950.1;XP_016880951.1;XP_016880952.1;XP_016880953.1;XP_016880954.1;XP_016880955.1;XP_016880956.1;XP_016880957.1;XP_016880958.1;XP_016880959.1;XP_016880960.1	
MED25	2	2	2	1	1	1	2	2	2	5	5	5	3	3	3	3	3	3	2	2	2	5	5	5	4	3	3	5	4	4	2	2	2	14	4	4	48	7	7	81857	HGNC:28845	mediator complex subunit 25	Homo sapiens	19	19q13.33	A0A087WW16;A0A087WYW9;B9TX31;B9TX33;M0QYR4;NP_112235.2;Q71SY5;Q71SY5-2;Q71SY5-3;Q71SY5-4;Q71SY5-5;Q71SY5-6;XP_011525655.1	
MED26	1	1	1	1	1	1	2	2	1	4	4	4	0	0	0	0	0	0	2	2	2	0	0	0	1	1	1	1	1	1	0	0	0	1	1	1	13	6	5	9441	HGNC:2376	mediator complex subunit 26	Homo sapiens	19	19p13.11	NP_004822.2;O95402	
MED27	5	4	4	2	2	2	2	2	2	3	3	3	6	6	6	6	5	5	5	5	5	7	5	5	5	4	4	5	5	5	7	7	7	8	7	7	61	14	14	9442	HGNC:2377	mediator complex subunit 27	Homo sapiens	9	9q34.13	NP_001240810.1;NP_001240811.1;NP_004260.2;Q6P2C8;Q6P2C8-2;Q6P2C8-4;XP_005272293.1;XP_016870818.1;XP_016870819.1	
MED28	5	4	4	3	3	3	3	3	3	3	3	3	4	4	4	5	4	4	3	3	3	7	5	5	3	3	3	2	2	2	4	4	4	7	5	5	49	8	8	80306	HGNC:24628	mediator complex subunit 28	Homo sapiens	4	4p15.32	H0YAA8;NP_079481.2;Q9H204	
MED29	4	3	3	4	3	3	1	1	1	7	5	5	3	3	3	6	5	5	3	3	3	5	5	5	4	4	4	4	3	3	3	3	3	4	4	4	48	8	8	55588	HGNC:23074	mediator complex subunit 29	Homo sapiens	19	19q13.2	B4DUA7;M0R0A0;M0R0U2;M0R3F3;NP_001304699.1;NP_060062.1;Q9NX70;Q9NX70-2	
MED30	2	2	2	2	2	2	2	2	2	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	3	3	3	4	3	3	1	1	1	6	6	6	37	10	10	90390	HGNC:23032	mediator complex subunit 30	Homo sapiens	8	8q24.11	NP_001269915.1;NP_542382.1;Q96HR3;Q96HR3-2;XP_011515662.1	
MED4	6	5	5	6	5	5	7	6	6	9	7	7	5	4	4	9	7	7	11	9	9	11	9	9	9	7	7	10	9	9	7	6	6	9	7	7	99	11	11	29079	HGNC:17903	mediator complex subunit 4	Homo sapiens	13	13q14.2	NP_001257558.1;NP_054885.1;Q5T911;Q9NPJ6;Q9NPJ6-2;XP_016876038.1	
MED6	2	2	2	3	3	3	1	1	1	5	3	3	2	2	2	3	3	3	2	2	2	5	4	4	3	3	3	2	1	1	3	3	3	3	3	3	34	7	7	10001	HGNC:19970	mediator complex subunit 6	Homo sapiens	14	14q24.2	A0A087WYL7;G3V4A5;NP_001271138.1;NP_001271139.1;NP_001271140.1;NP_005457.2;O75586;O75586-2;O75586-3	
MED7	0	0	0	2	2	2	2	2	2	1	1	1	1	1	1	0	0	0	3	2	2	1	1	1	0	0	0	1	1	1	1	1	1	2	2	2	14	4	4	9443	HGNC:2378	mediator complex subunit 7	Homo sapiens	5	5q33.3	E5RIE8;NP_001094286.1;NP_004261.1;O43513	
MED8	4	4	4	7	7	7	5	5	5	5	5	5	6	5	5	9	8	8	14	12	12	9	8	8	5	5	5	8	7	7	8	7	7	9	9	9	89	18	18	112950	HGNC:19971	mediator complex subunit 8	Homo sapiens	1	1p34.2	NP_001001653.1;NP_443109.2;NP_963836.2;Q96G25;Q96G25-2;Q96G25-3	
MED9	2	1	1	2	2	2	1	1	1	3	3	3	6	5	5	1	1	1	2	2	1	5	4	3	1	1	1	1	1	1	5	2	2	3	2	2	32	8	7	55090	HGNC:25487	mediator complex subunit 9	Homo sapiens	17	17p11.2	J3KTK5;NP_060489.1;Q9NWA0	
MEF2A	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	3	2	1	1	1	0	2	2	1	2	2	1	1	1	0	1	1	1	13	5	3	4205	HGNC:6993	myocyte enhancer factor 2A	Homo sapiens	15	15q26.3	H0YKY6;H0YM62;NP_001124398.1;NP_001124399.1;NP_001124400.1;NP_001165365.1;NP_001306135.1;NP_001339543.1;NP_001339544.1;NP_001339545.1;NP_001339546.1;NP_001339547.1;NP_005578.2;Q02078;Q02078-2;Q02078-3;Q02078-4;Q02078-5;Q02078-6;Q02078-7;Q02078-8;XP_005254972.1;XP_005254973.1;XP_011519873.1;XP_011519874.1;XP_011519875.1;XP_011519878.1;XP_011519879.1;XP_011519880.1;XP_011519881.1;XP_011519883.1;XP_011519884.1;XP_011519885.1;XP_011519887.1;XP_011519888.1;XP_011519889.1;XP_011519892.1;XP_016877679.1;XP_016877680.1;XP_016877681.1;XP_016877683.1;XP_016877684.1;XP_016877685.1;XP_016877686.1;XP_016877687.1;XP_016877688.1;XP_016877689.1;XP_016877690.1;XP_016877691.1;XP_016877692.1;XP_016877693.1	
MEF2D	4	4	3	2	2	2	2	2	2	3	3	3	4	3	3	2	2	2	5	4	3	3	3	2	3	3	2	4	4	3	4	4	3	6	5	5	42	12	10	4209	HGNC:6997	myocyte enhancer factor 2D	Homo sapiens	1	1q22	NP_001258558.1;NP_005911.1;Q05BX2;Q14814;Q14814-2;Q14814-3;Q14814-4;Q14814-5;Q14814-6;XP_005245226.1;XP_005245227.1;XP_006711393.1;XP_006711395.1;XP_006711396.1;XP_006711397.1;XP_011507871.1;XP_016856803.1;XP_016856804.1	
MEGF6	2	2	1	4	2	1	2	2	1	0	0	0	0	0	0	0	0	0	4	4	3	6	5	4	7	6	5	8	7	6	8	7	6	2	2	1	43	15	14	1953	HGNC:3232	multiple EGF like domains 6	Homo sapiens	1	1p36.32	H7C557;H7C5N9;NP_001400.3;O75095;O75095-2;XP_006710469.1;XP_011539187.1;XP_011539188.1;XP_011539189.1;XP_011539190.1;XP_016856022.1	
MEIS1	13	10	10	8	8	8	10	8	8	14	10	10	14	14	14	17	11	11	13	9	9	13	8	8	14	11	11	15	10	10	12	8	8	19	11	11	162	20	20	4211	HGNC:7000	Meis homeobox 1	Homo sapiens	2	2p14	E9PDC4;F5GYS8;H0YNY8;NP_002389.1;O00470;O00470-2;U3KPR8;XP_005264378.1;XP_005264379.1;XP_005264380.1;XP_005264381.1;XP_005264382.1;XP_016859630.1;XP_016859631.1;XP_016859632.1;XP_016859633.1;XP_016859634.1;XP_016859635.1	
MELTF	22	5	3	27	7	4	19	7	4	22	10	8	26	9	7	32	13	10	34	15	12	40	15	13	39	10	7	30	16	14	20	8	6	36	23	22	347	35	31	4241	HGNC:7037	melanotransferrin	Homo sapiens	3	3q29	C9JVN1;NP_005920.2;NP_201573.1;P08582;P08582-2;XP_006713706.2;XP_011511152.1;XP_011511153.1	
MEMO1	8	6	6	9	7	7	15	10	10	8	7	7	14	9	9	4	4	4	10	9	9	12	10	10	12	9	9	16	12	12	11	10	10	19	14	14	138	26	26	51072	HGNC:14014	mediator of cell motility 1	Homo sapiens	2	2p22.3	B5MCI6;NP_001131074.1;NP_001288762.1;NP_001288781.1;NP_057039.1;Q9Y316;Q9Y316-2;Q9Y316-3;XP_011531194.1;XP_011531198.1;XP_016859744.1	
MEN1	2	2	2	3	3	3	7	7	7	7	6	6	6	6	6	4	4	4	6	6	6	6	4	4	7	5	5	3	3	3	3	3	3	7	6	6	61	16	16	4221	HGNC:7010	menin 1	Homo sapiens	11	11q13.1	E7EN32;E7ENS2;E7EPR4;E7ET29;NP_000235.2;NP_570711.1;NP_570712.1;NP_570713.1;NP_570714.1;NP_570715.1;NP_570716.1;O00255;O00255-2;O00255-3;Q9GZQ5;XP_005274058.1;XP_011543342.1;XP_011543343.1;XP_011543344.1;XP_016873254.1;XP_016873255.1;XP_016873256.1;XP_016873257.1;XP_016873258.1;XP_016873259.1	
MEPCE	16	12	12	27	12	11	11	10	10	21	17	16	17	16	15	17	13	13	23	15	14	20	16	16	24	15	15	32	15	14	28	19	18	37	20	20	273	35	34	56257	HGNC:20247	methylphosphate capping enzyme	Homo sapiens	7	7q22.1	NP_001181919.1;NP_001181920.1;NP_001181921.1;NP_062552.2;Q7L2J0;Q7L2J0-2;XP_011514712.1	
MERTK	1	1	1	1	1	1	0	0	0	1	1	1	3	3	3	1	1	1	4	4	4	1	1	1	2	2	2	0	0	0	3	3	3	0	0	0	17	9	9	10461	HGNC:7027	MER proto-oncogene, tyrosine kinase	Homo sapiens	2	2q13	A0A087WZQ5;E9PHX8;H7C3L9;NP_006334.2;Q12866;XP_005263622.1;XP_005263625.1;XP_011508792.1;XP_016858653.1;XP_016858654.1	
MESD	26	14	13	24	16	15	17	11	11	27	15	14	34	18	17	28	14	13	18	12	11	23	15	14	37	17	16	33	20	19	34	15	14	35	20	19	336	25	24	23184	HGNC:13520	mesoderm development LRP chaperone	Homo sapiens	15	15q25.1	H0YLI4;NP_055969.1;Q14696;Q14696-2	
MEST	9	8	8	6	6	6	4	4	4	10	7	7	7	5	5	9	7	7	8	6	6	9	6	6	7	5	5	9	8	8	8	7	7	5	5	5	91	13	13	4232	HGNC:7028	mesoderm specific transcript	Homo sapiens	7	7q32.2	C9JCM6;C9JG66;C9JRA9;C9JSW2;C9JUD2;C9JW74;C9JWU9;NP_001240829.1;NP_001240830.1;NP_001240831.1;NP_002393.2;NP_803490.1;NP_803491.1;Q5EB52;Q5EB52-2;Q5EB52-3;R4GN52;XP_011514524.1;XP_016867707.1	
MET	5	5	4	2	1	0	0	0	0	1	1	0	4	3	2	3	3	2	4	4	3	0	0	0	5	5	4	2	2	2	1	1	0	1	1	0	28	11	10	4233	HGNC:7029	MET proto-oncogene, receptor tyrosine kinase	Homo sapiens	7	7q31.2	H7C174;NP_000236.2;NP_001120972.1;NP_001311330.1;NP_001311331.1;P08581;P08581-2;P08581-3;XP_006716053.1;XP_011514525.1	
METAP1	20	15	15	20	14	14	28	19	19	32	18	18	25	18	18	23	16	16	34	22	22	21	17	17	21	18	18	26	15	15	32	18	18	27	17	17	309	39	39	23173	HGNC:15789	methionyl aminopeptidase 1	Homo sapiens	4	4q23	D6RF24;H0Y903;H0Y955;H0Y9L0;H0YAI3;NP_055958.2;P53582;XP_011530079.1;XP_011530080.1;XP_011530081.1;XP_016863403.1;XP_016863404.1;XP_016863405.1;XP_016863406.1	
METAP1D	1	1	1	1	1	1	0	0	0	3	3	3	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	10	4	4	254042	HGNC:32583	methionyl aminopeptidase type 1D, mitochondrial	Homo sapiens	2	2q31.1	NP_001309207.1;NP_001309208.1;NP_954697.1;Q6UB28;XP_016859239.1	
METAP2	23	14	14	17	13	13	29	19	19	27	15	15	26	20	20	26	17	17	34	17	17	26	17	17	33	22	22	28	17	17	26	17	17	39	22	22	334	37	37	10988	HGNC:16672	methionyl aminopeptidase 2	Homo sapiens	12	12q22	F8VQZ7;F8VRR3;F8VSC4;F8VY03;F8VZX9;G3V1U3;NP_001304111.1;NP_001304112.1;NP_001317175.1;NP_006829.1;P50579;P50579-2;P50579-3	
METRNL	2	2	2	3	3	3	2	2	2	1	1	1	3	3	3	1	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	22	7	7	284207	HGNC:27584	meteorin like, glial cell differentiation regulator	Homo sapiens	17	17q25.3	I3L0R0;NP_001004431.1;Q641Q3;Q641Q3-2;XP_016880012.1	
METTL1	2	2	2	1	1	1	2	2	2	5	4	4	6	5	5	4	4	4	8	7	7	5	5	5	6	4	4	6	6	6	6	5	5	8	8	8	59	11	11	4234	HGNC:7030	methyltransferase like 1	Homo sapiens	12	12q14.1	F8VSD9;H0YHU4;H0YHX0;H0YIH0;NP_005362.3;NP_075422.3;Q9UBP6;Q9UBP6-2;XP_005268930.1;XP_016874794.1	
METTL13	12	9	9	9	9	9	12	11	11	18	15	15	17	14	14	20	17	17	29	26	26	17	15	15	25	21	21	17	17	17	21	19	19	23	18	18	220	42	42	51603	HGNC:24248	methyltransferase like 13	Homo sapiens	1	1q24.3	NP_001007240.1;NP_055770.1;NP_057019.3;Q8N6R0;Q8N6R0-1;Q8N6R0-2;Q8N6R0-3;Q8N6R0-4;XP_016856944.1;XP_016856945.1;XP_016856946.1;XP_016856947.1;XP_016856948.1	
METTL14	8	5	5	9	7	7	10	6	6	11	8	8	8	7	7	11	9	9	10	8	8	14	9	9	7	5	5	5	5	5	8	7	7	14	10	10	115	16	16	57721	HGNC:29330	methyltransferase like 14	Homo sapiens	4	4q26	A0A0D9SF88;A0A0D9SFW0;D6RBL4;D6RD73;NP_066012.1;Q9HCE5;XP_005263223.1;XP_011530464.1	
